Titre,Est_Predateur,oa_works,oa_cited,oa_found,cr_has_doi,Publisher,Impact_Ratio
Bulletin of Geography. Socio-Economic Series,0,789,5436,1,1,Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University,6.881012658227848
Administration,0,8723,302024,1,1,State University of Management,34.61989912883998
Thélème,0,385,88,1,1,Universidad Complutense de Madrid (UCM),0.22797927461139897
Tomas Publishing,1,0,0,0,1,Routledge,0.0
Journal of the European Honors Council,0,110,101,1,1,Hanzehogeschool Groningen University of Applied Sciences,0.9099099099099099
Clerisy Publishers,1,0,0,0,1,Edinburgh University Press,0.0
Nano Select,0,727,7236,1,1,Wiley,9.93956043956044
Revista Internacional de Folkcomunicação,0,380,78,1,1,Universidade Estadual de Ponta Grossa (UEPG),0.2047244094488189
International Dental Journal,0,4320,62032,1,1,Zeus Publishing,14.355936125896783
AIMS Molecular Science,0,244,1833,1,1,American Institute of Mathematical Sciences (AIMS),7.481632653061224
"American Scientific Research Journal for Engineering, Technology, and Sciences",1,2035,3283,1,1,"Journal of Scientific, Technology and Engineering Research",1.612475442043222
Brain Sciences,0,16778,430592,1,1,MDPI AG,25.66255438345551
International Association of Computer Science and Information Technology,1,0,0,1,1,Kryvyi Rih National University,0.0
International Journal of Advances in Pharmaceutical Research,1,0,0,0,1,Medhawi Foundation,0.0
Motricidades,0,323,285,1,1,Motricidades Revista da Sociedade de Pesquisa Qualitativa em Motricidade Humana,0.8796296296296297
International Association of Engineering & Technology Researchers,1,0,0,0,1,SensePublishers,0.0
GMS Journal for Medical Education,0,48,28,1,1,UN,0.5714285714285714
Sai Scientific Communications,1,0,0,0,1,IEEE,0.0
Al-Izzah,0,109,431,1,1,Institut Agama Islam Negeri Kendari,3.918181818181818
Focus in Research & Education/Firepubs,1,0,0,0,1,Seven Editora,0.0
CAAI Artificial Intelligence Research,0,51,497,1,1,Tsinghua University Press,9.557692307692308
Studia Semiotyczne,0,0,0,0,1,Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,0.0
MRIMS Journal of Health Sciences,0,581,350,1,1,Medknow,0.6013745704467354
KIU Interdisciplinary Journal of Humanities and Social Sciences,0,0,0,0,1,Kampala International University,0.0
JMIR Public Health and Surveillance,0,1875,41531,1,1,JMIR Publications Inc.,22.138059701492537
The Journal of Headache and Pain,0,3864,92662,1,1,S. Karger AG,23.974644243208278
Journal of Ayurveda and Holistic Medicine,1,227,28,1,1,Atreya Ayurveda Publications,0.12280701754385964
Yustisia,0,519,2392,1,1,Universitas Sebelas Maret,4.6
Australasian Journal of Herpetology,1,0,0,0,1,Elsevier,0.0
Revista Facultad Nacional de Salud Pública,0,1126,4950,1,1,Universidad de Antioquia,4.392191659272404
An-Nida',0,84,100,1,1,NIDA/RTI International,1.1764705882352942
Вісник Київського національного університету імені Тараса Шевченка. Літературознавство. Мовознавство. Фольклористика,0,0,0,0,1,T.Н. Shevchenko National University &quot;Chernihiv Colehium&quot;,0.0
Applied Water Science,0,2601,84074,1,1,Springer Science and Business Media LLC,32.31129900076864
Acta Universitatis Carolinae: Historia Universitatis Carolinae Pragensis,0,0,0,0,1,"Charles University in Prague, Karolinum Press",0.0
Biology and Life Sciences Forum,0,0,0,1,1,Elsevier BV,0.0
Pushpa Publishing House,1,0,0,0,1,AG Publishing House,0.0
Science Publishers,1,97951,26386,1,1,Edinburgh University Press,0.2693768376347599
Journal of Drug Discovery and Therapeutics,1,284,423,1,1,Royal Society of Chemistry,1.4842105263157894
Koers : Bulletin for Christian Scholarship,0,2304,3408,1,1,Koers Bulletin for Christian Scholarship,1.478524945770065
Cahiers Agricultures,0,1759,10399,1,1,EDP Sciences,5.908522727272727
Инженерные технологии и системы,0,0,0,0,1,Voronezh State Technical University,0.0
"Известия Саратовского университета. Новая серия: Серия Филология, Журналистика",0,582,5,1,1,Tver State University,0.008576329331046312
The Lancet Global Health,0,4625,230281,1,1,Elsevier BV,49.77972330306961
Türkiye Medya Akademisi Dergisi,0,0,0,0,1,Turkiye Adalet Akademisi,0.0
Integritet i Vek Konstrukcija,0,101,91,1,1,Uchitel Publishing House,0.8921568627450981
Zeitschrift für Ostmitteleuropa-Forschung,0,830,478,1,1,Vittorio Klostermann GMBH,0.5752105896510229
Online Journals Management System,1,0,0,0,1,Springer Publishing Company,0.0
International Journal of Applied Information Systems,1,637,3698,1,1,Foundation of Computer Science,5.7962382445141065
International Journal of Innovative and Applied Research,1,132,295,1,1,Research Communications,2.218045112781955
The South East Asian Journal of Management,0,216,1770,1,1,"Science, Technology, and Education Care",8.15668202764977
Merit Research Journals,1,0,0,0,1,Cornell University Press,0.0
Acta Economica et Turistica,0,107,159,1,1,Libertas medunarodno sveuciliste,1.4722222222222223
Historia y Sociedad,0,870,1055,1,1,Universidad Nacional de Colombia,1.211251435132032
EPIX PUB,1,0,0,0,1,Bloomsbury Publishing Plc,0.0
MedLife Clinics,1,0,0,1,1,Elsevier BV,0.0
International Journal of Science Technology and Engineering,1,1830,20783,1,1,Universal Wiser Publisher Pte. Ltd,11.350628072091753
Journal of Research in Pharmacy Practice,0,442,6135,1,1,Springer Singapore,13.848758465011286
Science and Education Centre of North America,1,0,0,0,1,Bloomsbury Publishing Plc,0.0
Research Inspiration,1,12,11,1,1,Welfare Universe,0.8461538461538461
Friction,0,1257,30581,1,1,Tsinghua University Press,24.309220985691574
Zygon,0,3729,18796,1,1,Open Library of the Humanities,5.039142091152815
Revista de Educação Matemática,0,375,466,1,1,Sociedade Brasileira de Educacao Matematica,1.2393617021276595
European Physical Journal C: Particles and Fields,0,0,0,0,1,WORLD SCIENTIFIC,0.0
International Journal of Advanced and Applied Sciences,1,2246,8511,1,1,International Journal of Advanced and Applied Sciences,3.787716955941255
Redes de Ingeniería,0,238,173,1,1,Universidad Distrital Francisco Jose de Caldas,0.7238493723849372
Pearl Research Journals,1,0,0,0,1,Medieval Institute Publications,0.0
Nuclear Science and Technology Open Research,0,72,27,1,1,F1000 Research Ltd,0.3698630136986301
SCITECH,1,2601,11400,1,1,Nepal Journals Online (JOL),4.381245196003075
Enriched Science Publication,1,0,0,0,1,Oxford University Press,0.0
GlobalSkope Publishing Society,1,0,0,0,1,Korean Publishing Science Society,0.0
DRUNPP Sarajevo,1,0,0,0,1,Böhlau Verlag,0.0
Revista Ion,0,328,601,1,1,Universidad Industrial de Santander,1.8267477203647415
International Journal of Research in Education and Social Science,1,0,0,0,1,Universal Wiser Publisher Pte. Ltd,0.0
Perseitas,0,267,344,1,1,Universidad Catolica Luis Amigo,1.2835820895522387
eCanadian Journals,1,0,0,0,1,Oxford University Press,0.0
The Bioscan,1,85,627,1,1,National Environmentalists Association,7.290697674418604
LEARN Journal: Language Education and Acquisition Research Network,0,143,1211,1,1,"Language Institute, Thammasat University",8.409722222222221
International Foundation for Research and Development,1,0,0,0,1,Apress,0.0
Anuario Colombiano de Historia Social y de la Cultura,0,670,1169,1,1,Universidad Nacional de Colombia,1.7421758569299552
Inforesights Publishing,1,0,0,0,1,Wiley,0.0
GIGAPP Estudios Working Papers,0,0,0,0,1,Verlag der Österreichischen Akademie der Wissenschaften,0.0
Guan'gai paishui xuebao,0,0,0,0,1,BRILL,0.0
British Journal of Interdisciplinary Studies,1,0,0,0,1,JSTOR,0.0
Indian Journal of Research Anvikshiki,1,0,0,0,1,Laxmi Book Publication,0.0
Domínios de Lingu@gem,0,1019,917,1,1,PPUFU - Portal de Periódicos da Universidade Federal de Uberlândia,0.8990196078431373
SAGE Open,0,9050,117832,1,1,SAGE Publications,13.018671969948072
Cenas Educacionais,0,3,0,1,1,Seven Events,0.0
Ira Publications,1,0,0,0,1,Presses universitaires de Caen,0.0
Gyancity Research Lab Private Limited,1,0,0,0,1,Routledge,0.0
BMC Complementary Medicine and Therapies,0,2353,28077,1,1,Springer Science and Business Media LLC,11.927357689039932
International Journal of Mathematical Archive,1,459,535,1,1,House of Scientific Research,1.1630434782608696
ImmunoMedicine,0,40,66,1,1,Wiley,1.6097560975609757
Nursing Reports,0,1085,5660,1,1,MDPI AG,5.211786372007366
Frontiers in Aerospace Engineering,1,40,155,1,1,Frontiers Media SA,3.7804878048780486
Tempus Actas de Saúde Coletiva,0,662,1023,1,1,Nucleo de Estudos em Saude Publica,1.5429864253393666
Nauk Publication,1,0,0,0,1,"John Paul II Catholic University of Lublin, Faculty of Philosophy",0.0
Miejsce,0,0,0,0,1,Wydawnictwo UŁ,0.0
International Academy Publishing,1,0,0,0,1,International Journal of Experimental Research and Review,0.0
Електроніка та інформаційні технології,0,0,0,0,1,Press of the Kharkiv National University of Radioelectronics,0.0
Journal of Rehabilitation Medicine,0,3526,143775,1,1,China Science Publishing & Media Ltd.,40.764105472072586
Society for Science and Education United Kingdom,1,0,0,0,1,Routledge,0.0
Jundishapur Journal of Health Sciences,1,379,1504,1,1,Brieflands,3.957894736842105
Lokavishkar International E-Journal,1,0,0,0,1,Begell House,0.0
Access Publishers,1,55,47,1,1,Edinburgh University Press,0.8392857142857143
International Scientific Investigations,1,0,0,0,1,US Geological Survey,0.0
"Clinical, Cosmetic and Investigational Dermatology",0,2193,30964,1,1,Informa UK Limited,14.113035551504103
Peak Journals,1,0,0,0,1,University Press of New England,0.0
Topological Algebra and its Applications,0,110,335,1,1,Walter de Gruyter GmbH,3.018018018018018
AgiAl Publishing House,1,0,0,0,1,AG Publishing House,0.0
International Journals of N&N Global Technology,1,0,0,0,1,Sadguru Journals,0.0
Metro Islamic Law Review,0,108,143,1,1,IAIN Metro Lampung,1.311926605504587
International Journals of Sciences and High Technologies,1,0,0,0,1,Hind Agri Horticultural Society,0.0
Journal of Xenobiotics,0,471,3785,1,1,CRC Press,8.01906779661017
Research Foundation for Humanity,1,0,0,0,1,Princeton University Press,0.0
Ocean and Coastal Research,0,283,858,1,1,FapUNIFESP (SciELO),3.0211267605633805
Watch Plus,1,0,0,0,1,Harvard University Press,0.0
Êvropejsʹkij Vektor Ekonomìčnogo Rozvitku,0,0,0,0,1,De Gruyter,0.0
Religion and Society,0,297,1466,1,1,Berghahn Books,4.919463087248322
International Journal of Life science and Pharma Research,1,1090,1132,1,1,Lapin Press Publications (LPP),1.0375802016498625
Institute of Strategic and International Studies,1,20,117,1,1,Institute of Strategic Studies Islamabad (ISS),5.571428571428571
Euro Asia Research and Development Association,1,0,0,0,1,Euro Asia Tourism Studies Association,0.0
Gels,0,4101,54826,1,1,MDPI AG,13.365675280351049
Ankara Sağlık Bilimleri Dergisi,0,0,0,0,1,Ankara Saglik Bilimleri Dergisi,0.0
Iranian Journal of Electrical and Electronic Engineering,0,85,297,1,1,IEEE,3.453488372093023
ACS Environmental Au,0,232,3083,1,1,American Chemical Society (ACS),13.231759656652361
Journal of International Economics and Management,0,241,2501,1,1,"AIC - Economics, Management",10.334710743801653
International Centre of Culture Inventory,1,0,0,0,1,Springer Nature Singapore,0.0
International Journal of Applied Research in Natural Products,1,158,3117,1,1,Humana Press,19.60377358490566
Studies in History and Theory of Architecture,0,0,0,0,1,Routledge,0.0
Revista CNJ,0,225,105,1,1,Conselho Nacional de Justiça,0.4646017699115044
Asian Journal of Biomedical and Pharmaceutical Sciences,1,538,2590,1,1,OMICS Publishing Group,4.805194805194805
International Journal of Oral Health and Medical Research,1,23,36,1,1,International Journal of Oral Health and Medical Research,1.5
Alifmatika,0,112,514,1,1,LP2M Universitas Ibrahimy,4.548672566371682
Journal of Behavioral Health,1,1759,37727,1,1,Routledge,21.435795454545456
Iranian Journal of Veterinary Surgery,0,30,52,1,1,Wiley,1.6774193548387097
Journal Francophone de Cas Clinique,1,0,0,0,1,Dunod,0.0
Babylon,0,1734,3057,1,1,De Gruyter,1.7619596541786744
Governare la paura,0,1,0,1,1,Springer Milan,0.0
IEEE Journal of Indoor and Seamless Positioning and Navigation,0,77,229,1,1,Institute of Electrical and Electronics Engineers (IEEE),2.9358974358974357
"International Journal of Reviews, Surveys and Research",1,0,0,0,1,Oxford University Press (OUP),0.0
Premier Publishers,1,0,0,0,1,Edinburgh University Press,0.0
JEJAK: Jurnal Ekonomi dan Kebijakan,0,244,1297,1,1,Institut Pertanian Bogor,5.293877551020408
Scientific Times,1,486,268,1,1,Ovid Technologies (Wolters Kluwer Health),0.5503080082135524
Hygeia: Journal for Drugs and Medicines,1,98,206,1,1,CD Remedies,2.080808080808081
Nigerian Journal of Paediatrics,0,718,3029,1,1,Paediatric Association of Nigeria,4.212795549374131
New Delhi Publisher,1,0,0,0,1,Bloomsbury Publishing (UK),0.0
International Journal of Medical and Health Research,1,1082,862,1,1,Scineer Publishing Pte. Ltd.,0.7959372114496768
Вісник Київського національного університету імені Тараса Шевченка. Серія Економіка,0,0,0,0,1,Kyiv National Linguistic University,0.0
Kwartalnik Historyczny,0,3198,1323,1,1,Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University,0.4135667396061269
Industrial Science Journal,1,254,1232,1,1,CRC Press,4.8313725490196076
ASD Publisher,1,0,0,0,1,Yixin Publisher,0.0
International Journal Advances in Social Science and Humanities,1,0,0,0,1,Ridwan Institute,0.0
Trendy v podnikání,0,175,123,1,1,University of West Bohemia,0.6988636363636364
Access International Journals,1,0,0,1,1,Elsevier,0.0
Open Gender Journal,0,0,0,0,1,Verlag Barbara Budrich GmbH,0.0
"International Journal of Advanced Research in Biology, Ecology, Science and Technology",1,0,0,0,1,Pearl Media Publications Pvt Ltd,0.0
Canadian International Journal of Science and Technology,1,0,0,0,1,Wilfrid Laurier Press,0.0
Adipocyte,0,623,14556,1,1,Informa UK Limited,23.326923076923077
Stress,0,4244,241368,1,1,Korean Society of Stress Medicine,56.859363957597175
Cuadernos de Lingüística Hispánica,0,348,751,1,1,Universidad Pedagógica y Tecnológica de Colombia,2.151862464183381
Journal of Modern Science & Heritage,1,0,0,0,1,De Gruyter,0.0
Design for Scientific Renaissance,1,0,0,0,1,Cambridge University Press,0.0
ESSENCE: International Journal for Environmental Rehabilitation and Conservation,1,46,247,1,1,MANU - International Council for Man and Nature,5.25531914893617
International Journal of Engineering Technologies and Management Research,1,1060,1742,1,1,Granthaalayah Publications and Printers,1.641847313854854
Maliye ve Finans Yazıları,0,0,0,0,1,Maliye Finans Yazilari,0.0
Apuntes Contables,0,141,281,1,1,Universidad Externado de Colombia,1.9788732394366197
"Global Journals, Inc.",1,0,0,0,1,Indiana University Press,0.0
مجله پژوهش‌های علوم و صنایع غذایی ایران,0,0,0,0,1,SciTech Solutions,0.0
International Journal of Medical Science and Public Health,1,2478,12270,1,1,ScopeMed,4.949576442113756
Academicians’ Research Center/ARC Journals,1,0,0,0,1,University of North Carolina Press (publisher),0.0
Forma y Función,0,343,547,1,1,Universidad Nacional de Colombia,1.5901162790697674
Austrian Scientific Publication House,1,0,0,0,1,Green Publication,0.0
Management şi Marketing,0,318,4510,1,1,Routledge,14.137931034482758
Agrociencia,0,735,1849,1,1,"Universidad de la República, Facultad de Agronomía",2.5122282608695654
天地一体化信息网络,0,0,0,0,1,Universe Scientific Publishing Pte. Ltd.,0.0
International Journal of Pharmacy,1,3246,27949,1,1,Routledge,8.607637819525715
Jurnal Master Pariwisata,0,268,1445,1,1,Universitas Udayana,5.371747211895911
Applied Ocean Research,0,4842,114716,1,1,Elsevier BV,23.686970885814578
Journal of Biological and Scientific Opinion,1,517,881,1,1,Moksha Publishing House,1.7007722007722008
"International Journal of Society, Culture & Language",1,7,51,1,1,John Benjamins Publishing Company,6.375
Jurnal Pendidikan Agama Islam,0,128,1141,1,1,Al-Jamiah Research Centre,8.844961240310077
Pesquisa Agropecuária Tropical,0,1225,10096,1,1,FapUNIFESP (SciELO),8.234910277324634
Global Business & Finance Review,1,637,1566,1,1,People and Global Business Association,2.4545454545454546
Avicenna Journal of Medicine,0,481,5274,1,1,Routledge,10.941908713692946
Scholedge R&D Center,1,0,0,0,1,Human Kinetics,0.0
FSSH Scholarly Journals,1,0,0,0,1,University of Calgary Press,0.0
Profetik,0,182,680,1,1,Al-Jamiah Research Centre,3.7158469945355193
Journal of Exercise Science & Fitness,0,552,8242,1,1,Libraries Unlimited,14.904159132007234
Diligentia: Journal of Theology and Christian Education,0,132,167,1,1,Universitas Pelita Harapan,1.255639097744361
Smart Science & Technology,1,214,2037,1,1,CRC Press,9.474418604651163
International Journal of Advanced Multidisciplinary Research,1,1714,1814,1,1,Darshan Publishers,1.0577259475218659
Musica Docta,0,0,0,1,1,Associacao Brasileira de Teoria e Analise Musical (TeMA),0.0
Journal of Current Research in Science,1,168,198,1,1,Herald Scholarly Open Access,1.1715976331360947
Virus Evolution,0,1034,30400,1,1,Oxford University Press (OUP),29.3719806763285
International Journal of Pure & Applied Bioscience,1,2981,8295,1,1,Vital Biotech,2.7816901408450705
Annals of Hematology,0,13283,172836,1,1,Springer Science and Business Media LLC,13.010840108401084
Austrian E-Journals of Universal Scientific Organization,1,0,0,0,1,Routledge,0.0
Nurani Hukum,0,112,260,1,1,Universitas Sultan Ageng Tirtayasa,2.3008849557522124
Dawn Journal,1,56,3,1,1,Lietuvių kalbos institutas,0.05263157894736842
Dirāsāt Hispānicas,0,12,2,1,1,African Journals Online (AJOL),0.15384615384615385
Acta Technica Corviniensis,0,0,0,0,1,Politehnica University Timisoara,0.0
"International Association for Information, Culture, Human and Industry Technology",1,0,0,0,1,"Auricle Technologies, Pvt., Ltd.",0.0
"Rutveg Publishing, Inc.",1,0,0,0,1,Indiana University Press,0.0
Genes and Environment,0,630,5710,1,1,Springer Science and Business Media LLC,9.049128367670365
Pakistan Science Mission,1,0,0,0,1,Leuven University Press,0.0
Liangzi dianzi xuebao,0,0,0,0,1,Science Research Society,0.0
Journal of Energy in Southern Africa,0,569,6983,1,1,Taylor & Francis,12.250877192982456
International Journal of Engineering Applied Science and Technology,1,102,129,1,1,"Engineering, Technology & Applied Science Research",1.2524271844660195
International Economic Policy,0,677,9264,1,1,Kyiv National Economic University named after Vadym Hetman,13.663716814159292
Australian Journal of Basic and Applied Sciences,1,1172,11983,1,1,American-Eurasian Network for Scientific Information (AENSI),10.215686274509803
Pelagia Research Library,1,0,0,0,1,Association of Research Libraries,0.0
DISA Publication Group,1,0,0,0,1,Springer Science and Business Media LLC,0.0
مطالعات روان‌شناسی ورزشی,0,0,0,0,1,eJournalPlus,0.0
Acta Angiologica,0,378,466,1,1,VM Media SP. zo.o VM Group SK,1.229551451187335
Australian Journal of Grape and Wine Research,0,1229,53500,1,1,Hindawi Limited,43.49593495934959
Techne,0,341,363,1,1,Brepols Publishers,1.0614035087719298
Journal for Digital Legal History,0,25,3,1,1,Ghent University,0.11538461538461539
Mokslo Taikomieji Tyrimai,0,110,19,1,1,Kauno kolegija,0.17117117117117117
Cendekia: Jurnal Pendidikan dan Pembelajaran,0,205,551,1,1,Center of Language and Culture Studies,2.674757281553398
Revista de Letras Norte@mentos,0,1406,143,1,1,Universidade do Estado do Mato Grosso - UNEMAT,0.10163468372423597
International Journal of Innovation and Research in Educational Sciences,1,0,0,0,1,Art & Technology Publishing PTE. LTD.,0.0
ComTech,0,840,2608,1,1,Universitas Bina Nusantara,3.1010701545778834
Journal of Moral Theology,0,388,153,1,1,T&T Clark International,0.39331619537275064
Journal of Media Critiques,1,386,478,1,1,"University of Lincoln, School of Film and Media and Changer Agency",1.2351421188630491
International Journal of Advanced Technology in Engineering and Science,1,20,13,1,1,MSR Edusoft Private Limited,0.6190476190476191
Pharma Innovation,1,2126,2193,1,1,AkiNik Publications,1.0310296191819464
World Research Library,1,1,0,1,1,Emerald,0.0
Plant Digest,1,0,0,0,1,Springer Science and Business Media LLC,0.0
Analele Asociatiei Profesionale a Geografilor din Romania,0,0,0,0,1,University of Bucharest (Bucharest University Press),0.0
Romanian Biotechnological Letters,1,819,5495,1,1,University of Bucharest (Bucharest University Press),6.701219512195122
International Letters of Social and Humanistic Sciences,1,1202,5127,1,1,AOA Academic Open Access Ltd.,4.261845386533666
To Improve the Academy,0,1844,7903,1,1,University of Michigan Library,4.283468834688347
Kovalen: Jurnal Riset Kimia,0,328,940,1,1,Universitas Tadulako,2.857142857142857
Revista de Estudos Jurídicos da UNESP,0,0,0,0,1,Revista de Estudos Juridicos UNESP,0.0
"OAE Publishing, Inc.",1,0,0,0,1,Georg Thieme Verlag,0.0
Southern African Field Archaeology,0,34,189,1,1,University of Johannesburg,5.4
The Journal of Medical Research,1,4876,57639,1,1,Magnus Med Club LLC - USA,11.818535985236826
International Journal of Current Innovation Research ,1,0,0,0,1,First City Providential College,0.0
International Review of Social Sciences and Humanities,1,6,66,1,1,Universitas Muhammadiyah Jember,9.428571428571429
Journal of Inflammation Research,0,3631,45043,1,1,Springer Science and Business Media LLC,12.40170704845815
Revista Oficial del Poder Judicial,0,447,283,1,1,"Marcial Pons, ediciones jurídicas y sociales",0.6316964285714286
International Journal for Innovation Education and Research,1,2655,4149,1,1,International Journal for Innovation Education and Research,1.5621234939759037
Gondang: Jurnal Seni dan Budaya,0,231,545,1,1,State University of Medan,2.3491379310344827
Open Research Society,1,22,1269,1,1,Central European University Press,55.17391304347826
SISFORMA,0,180,258,1,1,Soegijapranata Catholic University,1.425414364640884
Journal of Parkinson’s Disease,0,34,274,1,1,Springer Vienna,7.828571428571428
Drones,0,3061,38447,1,1,Oberon Books,12.556172436316134
Aquaculture and Fisheries,0,664,9933,1,1,Herald Scholarly Open Access,14.936842105263159
UniversityPublications.net,1,0,0,0,1,Palgrave Macmillan,0.0
Animal Behavior and Cognition,0,389,4901,1,1,Animal Behavior and Cognition,12.566666666666666
"Journal of Health, Sport and Tourism",1,50,17,1,1,Multilingual Matters,0.3333333333333333
European Journal of Educational Sciences,1,312,1094,1,1,"European Scientific Institute, ESI",3.4952076677316293
Topclass Global Journals,1,0,0,0,1,Sadguru Journals,0.0
International Journal of Multidisciplinary Educational Research,1,168,1,1,1,Hipatia Press,0.005917159763313609
Journal of Interdisciplinary Socio Economic and Community Study,0,31,50,1,1,Brawijaya University,1.5625
"Research Institute for Science, Technology, and Society",1,0,0,0,1,SAGE Publications,0.0
Herbert Open Access Journals,1,23,162,1,1,Elsevier,6.75
World Journal of Pharmacy and Pharmaceutical Sciences,1,1163,2399,1,1,World Journal of Pharmacy and Pharmaceutical Sciences,2.060996563573883
Genre & Histoire,0,704,255,1,1,OpenEdition,0.3617021276595745
Komunika,0,474,1602,1,1,Raden Intan State Islamic University of Lampung,3.3726315789473684
Revista de Comunicación,0,809,2437,1,1,Universidad de Piura,3.008641975308642
Journal of Applied and Computational Mechanics,0,634,2220,1,1,University of West Bohemia,3.4960629921259843
Journal of Midwifery,0,4581,59693,1,1,Elsevier BV,13.027717154081188
Journal of Physiotherapy,0,1446,32746,1,1,Elsevier BV,22.630269523151348
Foundation for Promotion of Basic & Applied Science,1,0,0,0,1,BMJ Publishing Group Ltd and British Cardiovascular Society,0.0
Annals of EURASIAN MEDICINE,1,31,3,1,1,Journal of Clinical and Analytical Medicine,0.09375
Einstein International Journal Organization,1,1,0,1,1,De Gruyter,0.0
Bulletin of Emergency and Trauma,0,163,1993,1,1,Armenian Green Publishing Co.,12.152439024390244
Thales Academic Publisher,1,0,0,0,1,Walter de Gruyter,0.0
Communio Viatorum,0,77,13,1,1,"Charles University in Prague, Karolinum Press",0.16666666666666666
International Scientific Invention Journals,1,0,0,0,1,Routledge,0.0
Pattern Recognition in Physics,1,25,350,1,1,Copernicus GmbH,13.461538461538462
Insight Medical Publishing,1,0,0,0,1,Elsevier,0.0
Journal of Current Pharma Research,1,368,1874,1,1,Human Journals,5.078590785907859
Journal Issues,1,4555,306631,1,1,Springer Science and Business Media LLC,67.30267778753293
SciRex,1,0,0,0,0,Unknown,0.0
Arabian Group of Journals,1,0,0,0,1,Oxford University Press,0.0
Jurnal Delima Harapan,0,107,183,1,1,Akademi Kebidanan Harapan Mulya Ponorogo,1.6944444444444444
Journal of Medical Ultrasound,0,1303,5538,1,1,Ovid Technologies (Wolters Kluwer Health),4.2469325153374236
Occhialì,0,0,0,0,0,Unknown,0.0
Eurasia: Economics & Business,0,165,135,1,1,Russian Journal of Agricultural and Socio-Economic Sciences,0.8132530120481928
Temporalités,0,462,1656,1,1,OpenEdition,3.576673866090713
International Journal of Law and Management Studies,1,0,0,0,1,Brill | Nijhoff,0.0
Rua,0,648,650,1,1,Universidade Estadual de Campinas,1.0015408320493067
Shri Param Hans Education & Research Foundation Trust,1,0,0,0,1,V&R unipress,0.0
International Journal of Engineering Technology and Scientific Innovation,1,34,8,1,1,Malwa International Journal's Publication,0.22857142857142856
Ecoletra.com Scientific eJournal,1,0,0,0,1,American Theological Library Association,0.0
Scholaria: Jurnal Pendidikan dan Kebudayaan,0,334,6096,1,1,Universitas Kristen Satya Wacana,18.197014925373136
Olivar: Revista de Literatura y Cultura Españolas,0,0,0,0,1,Universidad de Valladolid,0.0
The Lancet Regional Health - Southeast Asia,0,630,4531,1,1,Elsevier BV,7.180665610142631
International Journal of Basic Medical Sciences and Pharmacy,1,0,0,0,1,Texila International Marketing Management,0.0
"Egyptian Academic Journal of Biological Sciences. B, Zoology",0,425,861,1,1,Egypts Presidential Specialized Council for Education and Scientific Research,2.0211267605633805
Scholarly Journals,1,0,0,0,1,University of Calgary Press,0.0
International Journal of Engineering Research & Technology,1,6058,22167,1,1,International Research Publication House,3.6585245089948835
Philippine Social Science Journal,0,328,819,1,1,University of Negros Occidental - Recoletos,2.4893617021276597
Tennessee Libraries,0,21,55,1,1,University of Tennessee Press,2.5
De Genere,0,0,0,0,1,Rosenberg & Sellier,0.0
HISTOReLo: Revista de Historia Regional y Local,0,443,775,1,1,Universidad Nacional de Colombia,1.7454954954954955
Journal of Human Resource and Adult Learning,1,0,0,0,1,SAGE Publications,0.0
Sanskruti International Multidisciplinary Research Journal,1,0,0,0,1,International Organization of Educators and Researchers Inc.,0.0
South Pacific Journal of Pharma and Bio Sciences,1,0,0,0,1,Lapin Press Publications (LPP),0.0
História Revista,0,3948,7971,1,1,Universidade Federal de Goias,2.0184856925804002
Institute of Electronic & Information Technology,1,57,277,1,1,Institute of information technology,4.775862068965517
Finlogy,1,0,0,0,0,Unknown,0.0
Revista Catalana de Dret Públic,0,408,315,1,1,Escola d'Administració Pública de Catalunya,0.7701711491442543
"International Journal of Advance Research, Ideas and Innovations in Technology",1,4206,3807,1,1,OMICS Publishing Group,0.9049203708105539
Geodetski Vestnik,0,469,1651,1,1,University of Ljubljana,3.5127659574468084
Jurnal Pendidikan Bahasa dan Sastra Indonesia Metalingua,0,138,816,1,1,University of Trunojoyo Madura,5.870503597122302
Clinical Pathology,0,20927,622175,1,1,SAGE Publications,29.72931001529052
Biofilm,0,322,4591,1,1,Elsevier BV,14.213622291021672
Journal of Process Management New Technologies International,1,395,1224,1,1,Centre for Evaluation in Education and Science (CEON/CEES),3.090909090909091
International Journal of Advances in Social Science and Humanities,1,0,0,0,1,Ridwan Institute,0.0
Legal Research Development,1,155,84,1,1,Welfare Universe,0.5384615384615384
International Journal of Advanced Life Sciences,1,74,111,1,1,United Life Publications,1.48
Competitio,0,413,285,1,1,University of Debrecen/ Debreceni Egyetem,0.6884057971014492
European Journal of Contemporary Economics and Management,1,47,99,1,1,University of Economics and Human Sciences in Warsaw,2.0625
Jurnal Pengukuran Psikologi dan Pendidikan Indonesia,0,129,401,1,1,LP2M Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta,3.0846153846153848
Researchers World – Journal of Arts Science & Commerce,1,644,3069,1,1,ERM Publications,4.758139534883721
International Journal of Smart and Nano Materials,0,389,7865,1,1,Informa UK Limited,20.166666666666668
VIBGYOR Online Publishers,1,0,0,0,1,Oxford University Press,0.0
Sri Lanka Journal of Social Sciences,0,208,733,1,1,Routledge,3.507177033492823
